,label,filename
1876,toa_ii,toa_ii_97642ed4-a124-4850-8a5f-ed0e610b7388.flac
1877,toa_uu,toa_uu_06e98eef-ef61-4526-bdde-50246d6db90f.flac
1878,toa_e,toa_e_a33d1eff-0d16-41d7-b900-f426d53276ae.flac
1879,toa_ai,toa_ai_0d6989a6-aa46-487c-aba5-f9c78b84d152.flac
1880,toa_o,toa_o_fa87fc62-fc22-40c5-896d-929efd1fc1ff.flac
1881,toa_au,toa_au_ee911b4f-b964-42a7-ad56-542459b0bba8.flac
1882,toa_am,toa_am_595ae206-1ae0-48af-82e5-2653b023335c.flac
1883,toa_ah,toa_ah_ff9d736e-46c9-43ef-9d02-31033bb239f4.flac
1884,ja_aa,ja_aa_3dfc111b-8b6b-4a99-94fa-d5ee309e4d0e.flac
1885,ja_i,ja_i_0e34ae52-1ac2-4266-b2f6-47e14dfd9780.flac
1886,ja_ii,ja_ii_fb2aab97-79db-486e-a85d-acfa67f1367f.flac
1887,ja_uu,ja_uu_08fc44a3-cabb-4b24-8160-b6fca2cfe89d.flac
1888,ja_e,ja_e_7cf4bff2-d489-48d5-95dd-5cb1b84fbdae.flac
1889,ja_ai,ja_ai_a31400d7-df2e-45f8-b489-d1ee147ba8de.flac
1890,ja_o,ja_o_91b34fa5-07a8-4433-8bdb-304dd6de74df.flac
1891,ja_au,ja_au_8b64d98c-f4f1-454a-a185-08c57babc5c2.flac
1892,ja_am,ja_am_cda5c64d-54d6-4a25-a908-5139ae9c0b4b.flac
1893,ja_ah,ja_ah_32ef3372-4d27-4929-8b08-13ba99bf39aa.flac
1894,bha,bha_c1d25954-fb2c-4348-88d2-bb417499f7cc.flac
1895,bha_aa,bha_aa_d1453e83-3941-4d50-9d55-8a20266519af.flac
1896,bha_i,bha_i_4cc0b410-15a2-4a4d-abc4-2859a4dcc386.flac
1897,bha_ii,bha_ii_1df2fcf8-c2ea-4733-8db2-01e307ab46fd.flac
1898,bha_uu,bha_uu_d0701c6d-fe36-4e58-8f8b-b329f92ca55c.flac
1899,bha_ai,bha_ai_78b265fa-f110-405c-a3d0-5aed176198d3.flac
1900,bha_o,bha_o_95a1660e-c094-4cd5-9549-58f82f2f5e9e.flac
1901,bha_au,bha_au_b0689639-90ab-4514-9a42-e4c347f8742d.flac
1902,bha_am,bha_am_e432a637-4400-41e3-a306-984fe5130efd.flac
1903,bha_ah,bha_ah_a09e2d6a-dcaa-4bee-afb0-9f86c2dcadc8.flac
1904,thoa,thoa_3f0def2e-2944-4fc8-9589-1e18e9d38bc9.flac
1905,thoa_aa,thoa_aa_3d0fd633-0017-4662-8335-24009aecb2c0.flac
1906,thoa_ii,thoa_ii_541a4ba4-958a-411c-8abc-dbcb349fdb94.flac
1907,thoa_uu,thoa_uu_306121f1-1d2b-41da-b3d2-01ef9e6bfcd0.flac
1908,thoa_e,thoa_e_aaf4be9f-6712-4744-9c2b-bf84be79be8c.flac
1909,thoa_ai,thoa_ai_f4a73bb8-3f3b-4e22-ade2-3775c80eaf08.flac
1910,thoa_o,thoa_o_446f05ff-76d2-4ef7-a968-b033ec3a862e.flac
1911,thoa_au,thoa_au_b15965ca-1c2f-46f7-a03e-d3a0d396e486.flac
1912,thoa_am,thoa_am_ad8fea1d-8435-4875-a774-382cd91ca135.flac
1913,thoa_ah,thoa_ah_c49952f0-8f15-46f5-8284-080e268fce7b.flac
1914,kha,kha_36a212d0-fe58-425f-83a8-d8a40971deda.flac
1915,kha_aa,kha_aa_bae00df4-741d-4283-8d8a-206f9ed31162.flac
1916,kha_i,kha_i_60842cf2-20eb-4868-855c-1acfc1e08575.flac
1917,kha_ii,kha_ii_fefe93f0-9708-4f67-9d86-dbb4d7b521e9.flac
1918,kha_uu,kha_uu_68f47941-c92d-412f-8cfe-64df55a58ee3.flac
1919,kha_e,kha_e_b6db0345-5b0c-441c-8195-58d2825d09a4.flac
1920,kha_o,kha_o_5ca518e2-9b4d-457a-8ca9-733211cf1b54.flac
1921,kha_au,kha_au_b838dd3d-bc8c-47e4-a440-8c7a288ab4dd.flac
1922,kha_am,kha_am_35bde244-6cbd-4686-be2d-b5868c369e8b.flac
1923,kha_ah,kha_ah_eb818b37-a6b3-4e44-9cf4-0e02ad30c476.flac
1924,yan,yan_e5179ce3-8610-4d06-a6a6-8078235015bb.flac
1925,yan_aa,yan_aa_4a0fc92b-7fbb-4b27-941e-a72015b73ad9.flac
1926,yan_ii,yan_ii_11d6c231-575d-4098-ab03-d4e3f2cb2966.flac
1927,yan_uu,yan_uu_dae6ed03-cf0d-4dbf-a3b8-aa452cb261f3.flac
1928,yan_ai,yan_ai_97b90e1a-0b96-4066-86b8-c8c96b75fc42.flac
1929,yan_au,yan_au_dcdd08b9-14c5-46f4-b004-d32a0ea5b633.flac
1930,yan_ah,yan_ah_19a103ed-d2d0-45ef-9c58-ae9678c6fd0c.flac
1931,yan_am,yan_am_30af1563-1526-464f-8445-13cc28d6cd1c.flac
1932,yan_ah,yan_ah_cb7f98ce-39c2-42a8-a25e-77b9d8c1acf8.flac
1933,dha,dha_f98ebbb5-57dc-49f7-8765-c85017f61c6f.flac
1934,dha_aa,dha_aa_5a835083-5b38-44a3-b130-cad87cf583a2.flac
1935,dha_ii,dha_ii_c1c970da-5641-4658-b4b7-e994531c6963.flac
1936,dha_uu,dha_uu_a97937f2-fb4e-45af-b3e3-694902f7d428.flac
1937,dha_o,dha_o_e1f3d2c1-d5c0-407d-8463-f804318d4d8a.flac
1938,dha_au,dha_au_329ff5c7-f979-441c-9796-98451aa846ce.flac
1939,dha_am,dha_am_cc8ac2bc-921c-4edc-ac51-09522e138eec.flac
1940,dha_ah,dha_ah_62de27af-b78c-4b09-98c3-c5ccde248fe8.flac
1941,ya,ya_dc1e5a57-6e68-468e-828b-ea769204e335.flac
1942,ya_aa,ya_aa_13c53339-2554-4db6-af90-ae893204d124.flac
1943,ya_ii,ya_ii_f5caa3c2-b17a-43a4-be4b-4fa28230efbd.flac
1944,ya_e,ya_e_fefc4b34-ffc9-4df2-aad8-210b5176c2b8.flac
1945,ya_o,ya_o_002bb2d4-c3e2-41f5-987a-a624b577b63d.flac
1946,ya_au,ya_au_38103d90-eb85-4dac-ba7a-c5d7364be93b.flac
1947,ya_am,ya_am_3538aa86-63a1-48c7-9692-1f757428f22f.flac
1948,ya_ah,ya_ah_b42cfa9f-e85b-4b62-8d0b-203370814e10.flac
1949,pa,pa_2f0b7a78-9fe9-4f67-be9b-a4eb09952631.flac
1950,pa_aa,pa_aa_e2ee3448-eee1-49fe-8b5a-92f5b0d59311.flac
1951,pa_ii,pa_ii_3fccd08e-a6f2-4cac-a857-7c92abb301b9.flac
1952,pa_uu,pa_uu_79265002-2396-429b-8d39-459339a157f2.flac
1953,pa_ai,pa_ai_9525b2de-995e-4aea-acb7-d8e3cd5014e8.flac
1954,pa_au,pa_au_9fe04ab0-c0d8-47f6-a568-6208ff79cc0b.flac
1955,pa_am,pa_am_efa9e5b0-b9bb-4a1f-8049-04cfcb307ca7.flac
1956,nga,nga_a6dba8ac-07b1-4eec-8067-c741ae46d5e6.flac
1957,nga_aa,nga_aa_b70d2064-d807-46b3-bd07-77473c318863.flac
1958,nga_ii,nga_ii_8d1df8d5-26a3-4ec7-a6ae-a14b97327f6a.flac
1959,nga_e,nga_e_42741d3c-5393-47c3-8b9b-ecd44257687e.flac
1960,nga_ai,nga_ai_ac9fd0b4-6a8f-4f59-b3e3-c8ebcc43309d.flac
1961,nga_o,nga_o_b1b00d0e-330a-496b-bbd0-f9cd47cbe505.flac
1962,nga_au,nga_au_6a6a0a1e-ad2c-4df1-9fe9-cc574d3dd28a.flac
1963,nga_am,nga_am_c05015bd-f799-4960-a4bd-6ba354ecc91f.flac
1964,nga_ah,nga_ah_12a83a2f-cc44-4236-ac6f-d57c0d36896f.flac
1965,ra,ra_72f79306-2fd6-48b9-8a14-f3cc0a50e6d7.flac
1966,ra_aa,ra_aa_d9f3e89a-99c8-4f0d-8cc2-236ba53f4fbf.flac
1967,ra_ii,ra_ii_54d33e15-e0a5-4419-b491-3ec596ed98c9.flac
1968,ra_uu,ra_uu_2cf8b816-db03-4852-90c6-7b948abd2c17.flac
1969,ra_e,ra_e_32f9d9b5-928d-49fa-874f-290d2f237b7b.flac
1970,ra_o,ra_o_b1f20474-16a2-4b4a-882a-b087e5f48f77.flac
1971,ra_au,ra_au_d5e13543-71a9-4578-9423-da1bb0a3c380.flac
1972,ra_am,ra_am_e4efdc7d-bfd6-456b-ad64-bbd2045d4ad2.flac
1973,chya,chya_f58e828e-c518-4b4b-985e-718a7f083ac2.flac
1974,chya_aa,chya_aa_b5c9bbf6-41f5-43aa-852c-ef8effe95efd.flac
1975,chya_ii,chya_ii_155ba65a-10e1-43d6-a915-8e9e6f6b5286.flac
1976,chya_e,chya_e_d4514b8c-a74d-4039-b4d3-c02d4b09dccf.flac
1977,chya_ai,chya_ai_185547a2-fa62-471f-863d-f251c1bfc3cb.flac
1978,chya_o,chya_o_ec052955-4645-497c-85c9-e6330aa23ccb.flac
1979,chya_au,chya_au_81e2f6c7-995e-40e2-937c-d5287938804d.flac
1980,chya_am,chya_am_fda47ab5-3fbd-4324-8988-890cc315b9e2.flac
1981,chya_ah,chya_ah_4d9a48f5-6649-4075-b2e0-7516b4d0073c.flac
1982,doa,doa_90ad54c5-e1a8-4062-9fa9-55a332fe70da.flac
1983,doa_aa,doa_aa_9ba7171b-8e75-40b0-829e-97b9e1c283bf.flac
1984,doa_i,doa_i_89a4d53e-2a15-4cb2-a40e-dc934ae10666.flac
1985,doa_ii,doa_ii_70aa73ea-d339-4572-bfe2-d1113e0372ea.flac
1986,doa_u,doa_u_553389d5-43af-4559-96af-2d7319f2398e.flac
1987,doa_e,doa_e_d558e4a8-43a2-46b5-89ed-66cfc538b671.flac
1988,doa_ai,doa_ai_3c36d7bc-1c46-49c0-8535-9d125ca59988.flac
1989,doa_o,doa_o_94f90957-d1e8-4253-8aa4-270857067beb.flac
1990,doa_au,doa_au_8b9a8cee-be67-410f-a62c-3bc8d0fd7aea.flac
1991,doa_am,doa_am_e624da35-1717-4dec-8b39-fee5f7d70353.flac
1992,doa_ah,doa_ah_33d13247-3324-4a3a-a641-32f54266fda8.flac
1993,la,la_11eda813-6d95-4349-95f9-cf512131bf91.flac
1994,la_aa,la_aa_7956490c-1650-47ac-a506-0b2fc2161833.flac
1995,la_ii,la_ii_69999068-5d81-41dc-86c5-b972da27f22c.flac
1996,la_e,la_e_a73afbc6-82ca-4ec0-9420-db5ed9d3c32a.flac
1997,la_ai,la_ai_a20cd252-b7d9-41b0-ae2f-62fadd32cb7b.flac
1998,la_o,la_o_e822b18a-ed22-4d9d-a8c8-12abc4217d61.flac
1999,la_am,la_am_7a66b036-e9e7-411c-8f7f-5ff80437d672.flac
2000,la_ah,la_ah_38ac357f-60d1-43ea-b8dc-a82d3163931f.flac
2001,jha,jha_8f29be43-3ab5-49c4-ae1f-83d3ca8522ab.flac
2002,jha_aa,jha_aa_068769e7-710f-4ec8-b5cf-d2f57abd7fcd.flac
2003,jha_ii,jha_ii_70390f86-0c1b-4948-b302-444e4f7d1fa4.flac
2004,jha_uu,jha_uu_d13ede5d-7ce6-4ffa-a4c7-ffff361b58f9.flac
2005,jha_e,jha_e_8486d369-528b-4fdc-9988-d1373b12c4ac.flac
2006,jha_o,jha_o_e1d1aaf8-7181-4e4e-9b70-534317d7b4d2.flac
2007,jha_am,jha_am_bc5b257e-630a-474e-b2c6-fe4e781d8f92.flac
2008,jha_ah,jha_ah_0902e16c-d720-4091-8fc7-053454ce1507.flac
2009,sa,sa_cad0b1a9-5b90-4a3d-a348-cec5c8a10b36.flac
2010,sa_i,sa_i_42b5ec83-43fa-4851-be14-4d8c1ea3c97a.flac
2011,sa_u,sa_u_68102a9e-f77c-4cac-a7c3-fa6cab2b730b.flac
2012,sa_ai,sa_ai_9cfc3968-4b48-4ee9-9860-ebf87ee5093e.flac
2013,sa_au,sa_au_69cbf335-3439-4ff9-a342-4d901dd51b7b.flac
2014,sa_am,sa_am_c68ce16b-6323-480f-a013-90cb176ab581.flac
2015,wa_aa,wa_aa_1b96ee3e-8293-4f9e-a78a-b13b8f95328e.flac
2016,wa_uu,wa_uu_deec79eb-cf11-4177-a120-ba026ccd445b.flac
2017,na_aa,na_aa_3ade8f18-7e9c-4e13-ae60-ea092e345342.flac
2018,ndoa,ndoa_701f09ab-e155-4cd4-aee7-c0f5f78c29b2.flac
2019,ndoa_aa,ndoa_aa_8ed22fcc-0f89-4246-85eb-a3f33e935ed7.flac
2020,ndoa_i,ndoa_i_d8e342ca-fd07-40f0-8247-49591cf467ad.flac
2021,ndoa_ii,ndoa_ii_b195ff5e-77d7-43bf-b9a9-55907786c60d.flac
2022,ndoa_aa,ndoa_aa_e9edb154-a0a0-47e8-8824-32c8742be0e9.flac
2023,ndoa_aa,ndoa_aa_b0a97bd6-a51a-4b7f-9f65-6ce00ed15013.flac
2024,ndoa_e,ndoa_e_0f0464e6-ff11-4475-8072-082f22f99335.flac
2025,ndoa_ai,ndoa_ai_7bcd9122-c178-48a0-9e5a-654d7465ad3b.flac
2026,ndoa_uu,ndoa_uu_cbc5eba4-25cc-46f8-8e84-f47fb428ff5b.flac
2027,ta,ta_3d108e25-57f8-4386-b7f8-d50e3c8b26c5.flac
2028,ta_aa,ta_aa_c2257b53-f327-4025-85fb-cf17174ce166.flac
2029,ta_ii,ta_ii_b160d3f2-254e-49a2-aee2-6d22ae432080.flac
2030,ta_u,ta_u_46e416e6-687a-4fc9-9326-7cf564488d78.flac
2031,ta_uu,ta_uu_ab5a46de-eb01-4a4a-86b9-2b8f8922dc01.flac
2032,ta_e,ta_e_873892a9-41fb-4667-883a-542323e2a937.flac
2033,ta_ai,ta_ai_07483b4e-695e-448d-8222-c97834db3423.flac
2034,ta_au,ta_au_dae90bc8-4dc5-4557-aa83-57f51d87aadc.flac
2035,ta_am,ta_am_96f94d02-b183-4207-8561-d0c7ed2ce6b9.flac
2036,gha,gha_5f85b6b6-110e-4cf3-bf73-4b6b92689034.flac
2037,gha_aa,gha_aa_13c121c8-bf5e-4c7e-81f4-62a665398eda.flac
2038,gha_o,gha_o_a30c5088-78e7-4dd4-bfbc-52cd5598387a.flac
2039,cha,cha_af19ce1f-3cc2-43f6-af17-2af0afcaf05b.flac
2040,cha_aa,cha_aa_f1108a78-6335-4145-a6b7-0829d9cc7451.flac
2041,cha_ii,cha_ii_5ff9f92c-f5f7-4de7-b39e-ddaaed8f14d9.flac
2042,cha_uu,cha_uu_178ca475-fe4e-4bec-86bb-473226e95ec7.flac
2043,cha_ai,cha_ai_ce7a2b21-8436-423b-8b7e-b8af7d5998dc.flac
2044,cha_o,cha_o_9b773dc7-1239-4002-bab6-8f6cd9fe77fb.flac
2045,cha_au,cha_au_82f58293-0037-44c8-996b-e853e9b33fda.flac
2046,shaa,shaa_fc3b3742-99f7-4a25-bdf3-1fe42af979c2.flac
2047,shaa_aa,shaa_aa_2408a878-82f7-45e4-87ad-b31c6e76359f.flac
2048,shaa_u,shaa_u_5ff88852-5994-4c5d-9b74-ae0d783dd7f4.flac
2049,shaa_uu,shaa_uu_6c8b4791-6e43-48c9-a3be-8b55d023a5ba.flac
2050,shaa_o,shaa_o_3884bb34-a84f-4e2d-975b-caba2134f77f.flac
2051,shaa_au,shaa_au_717bbcdb-bdc4-4e6f-bff2-cbea477559b6.flac
2052,shaa_ah,shaa_ah_f824acb0-b6ff-43f1-885e-7764b603d265.flac
2053,tha_i,tha_i_4f5192d3-c879-40bd-8140-46ab140d2d95.flac
2054,tha_ii,tha_ii_1073153f-8e73-4df6-979d-a9da09981cba.flac
2055,tha_u,tha_u_74dbdd0b-9418-4336-8118-8bef46aee249.flac
2056,tha_uu,tha_uu_6b2ad11d-6892-473d-b91a-d958ff261a04.flac
2057,tha_e,tha_e_da625b6b-cf8e-4ae3-9944-3f238f59ce7b.flac
2058,tha_ai,tha_ai_d32d2ef7-5cdb-4c2f-a4fe-1a8b8f49066d.flac
2059,tha_au,tha_au_14513f10-5c6a-473f-926c-dda19febf93e.flac
2060,sha,sha_b7f2895d-834a-4821-8ae0-3fae97dd57a2.flac
2061,sha_aa,sha_aa_0a2f8124-561a-46f0-87c2-19462ca8cdd5.flac
2062,sha_i,sha_i_76c434ea-250d-41f8-8652-cb3afe12307d.flac
2063,sha_ii,sha_ii_98a2a8cc-fd0b-431f-9a73-96766079e2b6.flac
2064,sha_u,sha_u_229a9353-1e40-46ba-bcea-b6d10ff4e97e.flac
2065,sha_uu,sha_uu_04e8aea0-f624-4174-955c-0cfec516d580.flac
2066,sha_e,sha_e_9286a9e6-be04-46ac-bad3-f59bd03ef38b.flac
2067,sha_ai,sha_ai_88a3a2d5-0327-4799-a904-500550c32816.flac
2068,sha_au,sha_au_448eb108-909e-45b5-a29e-5cf49e1b3796.flac
2069,sha_ah,sha_ah_79fd4b65-45a7-4beb-830a-16c8e1c41d8a.flac
2070,ga,ga_d55c7805-5a41-4bf5-bc02-3808a17485af.flac
2071,ga_aa,ga_aa_4d35abf4-53a5-4ba0-9852-5c7ffd2b61a2.flac
2072,ga_i,ga_i_402bb054-4e1c-4cdc-8ece-9a79a77041cb.flac
2073,ga_ii,ga_ii_a12d2f46-e0cf-4ab9-bbba-c40577eaaaa8.flac
2074,ga_u,ga_u_e8982b26-79d0-4d18-ae3d-fa1d643064f7.flac
2075,ga_ai,ga_ai_082ec6cb-dae2-4404-a51b-166869ad84ae.flac
2076,ga_o,ga_o_d943f2aa-f02c-4169-b113-e565b12c74b2.flac
2077,ga_au,ga_au_8b0daeda-1e91-490e-b92d-a9aa31c23ab8.flac
2078,ga_am,ga_am_2c2b3cae-6c52-4040-bf1e-fe2c667cbc3a.flac
2079,ga_ah,ga_ah_63d3d5ae-4d9c-4d9a-9ffd-1725b8a88488.flac
2080,ha,ha_06d0714c-21d1-4701-bd72-31c5124aa8aa.flac
2081,ha_aa,ha_aa_90a1300d-47d9-4ca0-b2cf-2f973c24c3a7.flac
2082,ha_ii,ha_ii_003a2f57-b82a-46eb-901e-5287c7e46e3b.flac
2083,ha_uu,ha_uu_b99df091-b911-4e44-ac55-f1b74c80a05f.flac
2084,ha_ai,ha_ai_8fbf2fa8-a9ab-488c-8778-5e63fd35e2ab.flac
2085,ha_o,ha_o_b60ba3f7-4914-442d-9008-d0443a8afbcd.flac
2086,ha_ah,ha_ah_aeccb36f-94c3-435c-b044-2f4b1dafc2c2.flac
2087,gya,gya_b9f78291-0cca-436f-b6f5-b3aead0ea6ca.flac
2088,gya_aa,gya_aa_a539c214-8ea2-42d3-8d79-02b68fa3a247.flac
2089,gya_i,gya_i_0998a23d-98a8-4dcc-acf4-419d1b390241.flac
2090,gya_ii,gya_ii_b5bb88b4-08d6-4561-a35d-7924646b16d0.flac
2091,gya_u,gya_u_c762f20e-89f5-491a-9124-5db77561a579.flac
2092,gya_uu,gya_uu_7731da84-d8a0-46ed-baf4-485d6b9a382e.flac
2093,gya_ai,gya_ai_1de1ed88-e6aa-45ae-b809-6974ad437e6d.flac
2094,gya_o,gya_o_d6ac1623-cdd4-4434-82b1-21d212653c21.flac
2095,gya_au,gya_au_e3f24ef3-4ae5-42c9-a337-249485b5cb0f.flac
2096,gya_am,gya_am_79f16002-35c6-46df-9f48-5bfababc3b3a.flac
2097,a,a_66f4092e-bd4a-439f-8d3a-d04f2cc4b7e1.flac
2098,a,a_57874715-e650-4438-83b6-a2f1d64dae54.flac
2099,aa,aa_f1c42a55-3384-44d8-9d8f-28c9b3390ea5.flac
2100,i,i_0d6fd730-6516-4202-918f-532e95cd22d7.flac
2101,ii,ii_02f6001f-4d24-4342-8c26-92f5f54c8351.flac
2102,u,u_16c2bd8b-b589-461a-ade5-86ab5fc163a6.flac
2103,uu,uu_27ad08a7-070e-4ca0-9a2e-ea47a216c1c2.flac
2104,e,e_c920cc9c-4e9a-4b58-a6bd-3789b4b05365.flac
2105,ai,ai_4f34a790-591e-4795-ab9b-66b2de060aa2.flac
2106,o,o_7b4f35ca-a354-49f0-8233-c2d52df80497.flac
2107,au,au_c42a664f-4b5b-4fe5-999c-13e9d960a97e.flac
2108,am,am_3f26ba41-57f1-4f60-80da-0321cbd58fa3.flac
2109,ah,ah_7bc5b4a8-bcf7-424b-b153-64620da2a652.flac
2110,am,am_6c86c317-048b-471e-81f2-777b29217649.flac
2111,a,a_03b08871-8dbe-4c51-8d9f-4c6d9041e798.flac
2112,aa,aa_e8cbb301-1965-4299-9d03-ae79430e7558.flac
2113,i,i_1c5c3101-d0f2-4389-923c-4b8080b04372.flac
2114,ii,ii_472ea4da-4815-4f23-be8d-901f40c273b7.flac
2115,u,u_0d862a38-a31a-48a5-bb23-64e8d1d24542.flac
2116,uu,uu_24722cc6-142d-431d-b7f2-82413fcf6b56.flac
2117,e,e_0a1ad793-aa48-498a-8a07-1483dda32569.flac
2118,ai,ai_1c6c0676-6c2a-496e-8387-d8a4ebf6c8ca.flac
2119,o,o_540046cd-0c6b-4d4f-954b-ae35028809df.flac
2120,au,au_d925de35-c2d0-4de7-ad78-347ef177b39b.flac
2121,am,am_45854365-e9cc-4686-9c30-468073a967a3.flac
2122,ah,ah_db0df5fa-f315-4c05-bae4-79cf2dad7dbd.flac
2123,ka,ka_1cfa7a5c-1de4-479b-8bfe-f711014407dc.flac
2124,kha,kha_1d85edf1-e7fb-4c0d-9c82-309395a705d8.flac
2125,ga,ga_e1de0483-9c66-49f8-9b8c-9aa1c7bc8e21.flac
2126,gha,gha_ae8e3d22-778b-4355-a627-1bf46f1fd912.flac
2127,nga,nga_fd8ef822-5f69-42b8-90cc-e7a9ed249ae2.flac
2128,cha,cha_f79aaff0-3ae4-4e6e-b123-34dfca867fc6.flac
2129,chha,chha_0fadfc3d-f7f3-4b6d-80d5-2381e59ec54c.flac
2130,ja,ja_fac61e6e-bddc-442c-85e9-4b96071f19d0.flac
2131,jha,jha_dd79f59a-efd7-4b78-a21a-a9e4eff8d16c.flac
2132,toa,toa_576503ed-234a-4c95-bf1c-3087b5faff00.flac
2133,thoa,thoa_50cbd31f-827b-4f24-a6e4-b31c1095b4a5.flac
2134,doa,doa_e5b78676-9278-4903-8d10-627e95f81a0c.flac
2135,dhoa,dhoa_eea7b4d8-297b-407f-bb86-cb611fe2a6a6.flac
2136,ndoa,ndoa_72c927c9-15ef-4eb1-a985-a5c2a66a594a.flac
2137,ta,ta_26a90a38-d5a1-4f2a-836f-30b5e1f1147b.flac
2138,tha,tha_44ae0e28-f2a0-4614-9291-d45faeddb2c9.flac
2139,dha,dha_15c53bf8-998b-468b-bfa0-d1f14ef8dcff.flac
2140,na,na_69188c94-2fee-4c22-a2f7-cca8136dfb8f.flac
2141,da,da_4cb16d3d-5e9c-47ca-8441-0a9f8390c478.flac
2142,pa,pa_ac16a66f-308a-4edf-94a5-834e9a92ab51.flac
2143,ba,ba_1c2390b0-ebdc-4548-b6dc-49f35fe9c7ef.flac
2144,bha,bha_d5d65578-9b02-45a3-8550-d1aeffc29d68.flac
2145,ma,ma_dc029f44-2904-4ff6-a13c-26854a4870c5.flac
2146,ya,ya_aad648e5-b9b0-4545-86ca-f476b44a86c0.flac
2147,ra,ra_a5fef3dd-ebf9-46d5-a6be-84b03a244306.flac
2148,la,la_47ea7f02-ef46-474d-9929-378e4e0ec726.flac
2149,wa,wa_76133827-2868-4f98-90af-d7b0d5bf91f8.flac
2150,sa,sa_2cc63739-d2e2-44b1-8037-9d7bcd5a5683.flac
2151,sha,sha_ec3f1f84-4df5-4840-a58b-5ed9b0f30c56.flac
2152,ha,ha_063afb99-590e-4312-8657-60f34d1bbcbb.flac
2153,chya,chya_949e3296-3830-443e-96ca-6fc8a4a36c19.flac
2154,tra,tra_8882d6c6-f8f8-49df-9045-32a0d7e38db4.flac
2155,la,la_03238de9-cec5-4d86-855c-312c11a39c38.flac
2156,la_aa,la_aa_85ee1c13-3f82-4913-aeba-4480cc9c917b.flac
2157,la_i,la_i_726cfe6e-1989-4d88-aa61-13b14750754f.flac
2158,la_ii,la_ii_1f92218b-da6e-4738-b187-cf6afc901693.flac
2159,la_u,la_u_93483cfe-6a52-491b-b768-34d137b3c525.flac
2160,la_uu,la_uu_c1166175-c932-4cfd-95d9-1682fefb60cb.flac
2161,la_e,la_e_929de829-b4fe-41fd-a4b5-5166586b4f67.flac
2162,la_ai,la_ai_8abebf6a-2911-44f8-9828-23fa1ae16b49.flac
2163,la_ai,la_ai_6ca01cdf-bb6b-4647-a133-f2f4a629c8cc.flac
2164,la_au,la_au_82e680c1-dede-490b-aefd-9c919dc9edef.flac
2165,la_am,la_am_f1b4d96f-8ec7-4f55-a520-725a20829a73.flac
2166,la_ah,la_ah_b845bdd6-03d1-44ed-9571-831299d7f340.flac
2167,a,a_f0729d17-e148-4652-80fe-f2ec6f633931.flac
2168,ba,ba_db0402d5-135b-4225-94e8-a6aca7e4143b.flac
2169,ba_aa,ba_aa_957970c0-d97e-4356-91fe-a115a60a00ea.flac
2170,ba_i,ba_i_5b4c8a04-3ae6-4aa1-966f-f94bb7fb7965.flac
2171,ba_i,ba_i_b569a8f1-5a9d-4781-b679-d23b5ef5d7fd.flac
2172,ba_u,ba_u_68d61399-c912-4310-9cd3-888940a7b268.flac
2173,ba_uu,ba_uu_eeb268c0-8bcc-4585-97ed-4a1149b2e7e4.flac
2174,ba_ai,ba_ai_10ffd8a7-ce9c-4fba-be44-6fa5530ad70c.flac
2175,ba_o,ba_o_634461f4-cb79-4da7-b862-c2b09c03e116.flac
2176,ba_o,ba_o_0d84cceb-b424-44d6-b973-e2fe9b0720cf.flac
2177,ba_am,ba_am_9c3ce11c-f363-408e-9685-bea38d452b68.flac
2178,ba_ah,ba_ah_7210d831-4955-4f32-88c4-a01d6ad82699.flac
2179,a,a_5233e2bb-d2e9-4e9e-a542-3dbceab83a27.flac
2180,cha_aa,cha_aa_764daa74-48dd-417d-b2f0-236ba76cdbd9.flac
2181,cha_i,cha_i_7d76f351-e346-4f6f-98e6-882ad7d1d889.flac
2182,i,i_882e7528-17f1-4370-9635-3f9b9013cec3.flac
2183,cha_ii,cha_ii_784aa3f7-50e2-4c41-a71a-f1da7e261622.flac
2184,cha_u,cha_u_e3c4c299-e24f-4136-ae54-57eb353ea9f0.flac
2185,cha_ii,cha_ii_c4797596-775d-4d63-884b-187761154d5a.flac
2186,cha_uu,cha_uu_81e8808e-367c-4694-acf1-1f6fc2d52d15.flac
2187,cha_e,cha_e_d49c5067-324c-4908-a3fc-f0daa318719b.flac
2188,cha_ai,cha_ai_7c019b42-55c5-4b2c-a42d-c34c11183f55.flac
2189,cha_o,cha_o_de186f5e-8507-42b3-816a-5d3235be7fe0.flac
2190,cha_ai,cha_ai_06ff7457-e201-45bb-a556-ccb0a4fa8679.flac
2191,u,u_a7ac8fec-e162-4583-a6ad-883a323ed727.flac
2192,uu,uu_cf08c5eb-b3f9-4d96-8172-a8a3f5a9ffcd.flac
2193,cha_au,cha_au_7ee894e7-4ea2-4308-92d6-be69caaa270b.flac
2194,ai,ai_32d9d5c7-68ba-4d0f-8688-0cc2ccd2d999.flac
2195,cha_o,cha_o_73768961-08db-4f59-93c4-ccb90eb3aab5.flac
2196,cha_am,cha_am_05aa6749-b99d-40e8-b6ec-f0918c28b4f9.flac
2197,cha_am,cha_am_6bf1e40d-a018-4e3e-a520-0977f782a1af.flac
2198,cha_ah,cha_ah_2e207672-23bb-4923-b5b9-cf313f31f0df.flac
2199,ka,ka_50beb20d-5e7c-404c-b95a-e15aa0fe494e.flac
2200,ka_aa,ka_aa_fa9faa1d-43f2-4f94-9eae-ad6cdf65093e.flac
2201,ka_i,ka_i_82d018dd-d97d-4b78-b8ea-01d54a447964.flac
